Fernande,Drinkale,21,F,fdrinkale@genericcollege.edu,2.16,Junior,Accounting,Sociology,N,Y,Sorority,2.08,871
Patience,Spenceley,17,F,pspenceley@genericcollege.edu,3.14,Sophomore,Computer Science,N/A,Y,N,N/A,2.53,1522
Marris,Layland,22,F,mlayland@genericcollege.edu,2.22,Senior,Chemistry,Anthropology,Y,Y,Sorority,3.56,770
Kathie,Meanwell,19,F,kmeanwell@genericcollege.edu,2.36,Freshman,Integrative Studies,N/A,Y,Y,Sorority,3.04,1244
Othilie,Cobleigh,50,F,ocobleigh@genericcollege.edu,3.81,Freshman,Graphic Design,N/A,N,N,Sorority,3.57,789
Haley,Jorio,17,F,hjorio@genericcollege.edu,1.99,Senior,Linguistics,Communication,Y,N,N/A,3.26,1034
Marilin,Premble,28,F,mpremble@genericcollege.edu,0.81,Senior,Mechanical Engineering,Theatre,Y,N,Sorority,3.79,811
Dorey,Crosseland,27,M,dcrosseland@genericcollege.edu,3.25,Senior,Marketing,N/A,N,Y,N/A,3.91,644
Rad,Rylands,22,M,rrylands@genericcollege.edu,3.34,Sophomore,Biology,N/A,N,Y,Fraternity,2.18,1230
Chauncey,Tidridge,21,M,ctidridge@genericcollege.edu,1.79,Junior,Graphic Design,History,N,N,N/A,2.14,430
Willa,Bernli,17,F,wbernli@genericcollege.edu,0.81,Senior,Health Sciences,Linguistics,Y,N,Sorority,2.74,692
Shaughn,Stiling,20,M,sstiling@genericcollege.edu,2.91,Senior,Information Technology,N/A,N,N,N/A,3.06,1297
Carmine,Tamlett,22,F,ctamlett@genericcollege.edu,0.93,Senior,Marketing,Italian,N,N,Sorority,3.09,741
Berenice,McRobbie,21,F,bmcrobbie@genericcollege.edu,0.89,Sophomore,Economics,Mathematics,Y,Y,N/A,2.07,1338
Pail,Guilder,26,M,pguilder@genericcollege.edu,0.63,Freshman,Electrical Engineering,Sociology,Y,Y,N/A,3.79,651
Briano,Ponde,17,M,bponde@genericcollege.edu,1.01,Freshman,Finance,N/A,N,Y,N/A,2.6,996
Fancy,Schoffler,33,F,fschoffler@genericcollege.edu,1.16,Freshman,Linguistics,Chemistry,N,N,Sorority,3.75,405
Kienan,Bent,30,M,kbent@genericcollege.edu,3.89,Freshman,Mathematics,N/A,Y,Y,N/A,2.9,1165
Theo,Antognetti,20,F,tantognetti@genericcollege.edu,1.59,Senior,Theatre,N/A,N,Y,Sorority,2.19,1414
Christyna,Dederich,19,F,cdederich@genericcollege.edu,3.9,Sophomore,Health Sciences,N/A,N,Y,Sorority,2.71,717
Lindi,Perell,18,F,lperell@genericcollege.edu,2.79,Senior,Graphic Design,N/A,Y,Y,N/A,2.47,1454
Kaine,Dincke,18,M,kdincke@genericcollege.edu,2.79,Senior,Mechanical Engineering,History,Y,Y,N/A,2.87,558
Ky,Trowsdale,19,M,ktrowsdale@genericcollege.edu,2.03,Sophomore,Mathematics,N/A,N,Y,Fraternity,3.88,1031
Dru,Bebis,19,F,dbebis@genericcollege.edu,2.14,Junior,Chemistry,Computer Science,Y,N,N/A,3.32,980
Sumner,Keddy,19,M,skeddy@genericcollege.edu,2.77,Freshman,Finance,N/A,Y,N,Fraternity,3.33,1546
Randene,Mallatratt,18,F,rmallatratt@genericcollege.edu,3.44,Senior,Nursing,Economics,Y,N,N/A,2.95,1571
Karon,Duggen,22,F,kduggen@genericcollege.edu,3.12,Senior,English,Anthropology,Y,Y,N/A,3.17,1531
Vivianne,Zienkiewicz,21,F,vzienkiewicz@genericcollege.edu,1.56,Freshman,Physics,Theatre,N,Y,N/A,2.51,576
Mollie,Sheilds,17,F,msheilds@genericcollege.edu,3.8,Freshman,Actuarial Science,Chemistry,N,N,Sorority,2.29,766
Scarface,Steptoe,37,M,ssteptoe@genericcollege.edu,2.81,Sophomore,Accounting,N/A,N,Y,N/A,2.21,1137
Bellina,Croll,21,F,bcroll@genericcollege.edu,3.23,Sophomore,Marketing,Business,Y,N,N/A,3.01,1508
Colline,McCarlich,17,F,cmccarlich@genericcollege.edu,3.46,Senior,English,Theatre,Y,N,N/A,3.7,1122
Meryl,Spoure,19,F,mspoure@genericcollege.edu,1.45,Senior,Information Technology,Applied Mathematics,N,Y,N/A,3.1,1099
Antonio,Cocklie,22,M,acocklie@genericcollege.edu,3.68,Junior,Biochemistry,N/A,Y,Y,Fraternity,2.04,484
Lorita,Riches,18,F,lriches@genericcollege.edu,2.66,Sophomore,Economics,Criminal Justice,N,N,N/A,3.4,1300
Wilmer,Hazle,18,M,whazle@genericcollege.edu,2.53,Junior,Physics,N/A,N,N,Fraternity,3.94,904
Viki,Morcombe,17,F,vmorcombe@genericcollege.edu,1.89,Sophomore,Information Technology,Japanese,N,N,Sorority,3.86,888
Doralynn,Enion,22,F,denion@genericcollege.edu,1.67,Sophomore,Graphic Design,Linguistics,Y,Y,Sorority,2.93,463
Sharl,Braven,29,F,sbraven@genericcollege.edu,0.67,Sophomore,Actuarial Science,Italian,Y,N,Sorority,2.19,1205
Sutherlan,Balwin,17,M,sbalwin@genericcollege.edu,3.94,Senior,Accounting,Theatre,Y,N,N/A,2.85,1378
Rod,Shoulder,25,M,rshoulder@genericcollege.edu,0.85,Sophomore,Mechanical Engineering,N/A,Y,N,N/A,2.75,664
Rolando,Jubert,22,M,rjubert@genericcollege.edu,0.92,Freshman,Mathematics,Theatre,Y,N,N/A,3.66,912
Lyon,Cooley,17,M,lcooley@genericcollege.edu,0.72,Senior,Mechanical Engineering,Applied Statistics,Y,N,N/A,2.14,804
Stanislaus,Stonham,19,M,sstonham@genericcollege.edu,2.3,Senior,Chemistry,Anthropology,Y,Y,Fraternity,2.08,1106
Paulie,Snaden,20,F,psnaden@genericcollege.edu,2.69,Senior,Finance,N/A,N,Y,N/A,3.75,1259
Rorke,Crockford,20,M,rcrockford@genericcollege.edu,3.11,Freshman,Economics,N/A,Y,Y,Fraternity,3.68,1533
Osmund,Conigsby,27,M,oconigsby@genericcollege.edu,3.47,Freshman,Biochemistry,Journalism,N,Y,Fraternity,2.61,1093
Benedicto,Bartolomeu,19,M,bbartolomeu@genericcollege.edu,1.87,Senior,Economics,History,N,Y,N/A,2.77,1211
Jordan,Gjerde,20,M,jgjerde@genericcollege.edu,0.63,Freshman,Accounting,N/A,N,N,N/A,2.3,742
Garvy,Piele,22,M,gpiele@genericcollege.edu,0.86,Freshman,Marketing,Chemistry,N,N,Fraternity,2.77,1200
Cathleen,Ledner,20,F,cledner@genericcollege.edu,1.89,Junior,Finance,English,N,Y,Sorority,2.99,1018
Jaquelin,Douris,25,F,jdouris@genericcollege.edu,3.43,Senior,Nursing,Business,N,Y,Sorority,3.7,949
Caroljean,Cust,22,F,ccust@genericcollege.edu,2.94,Sophomore,Actuarial Science,N/A,Y,Y,Sorority,3.0,1363
Forester,Kellart,19,M,fkellart@genericcollege.edu,2.82,Senior,Physics,N/A,Y,Y,Fraternity,3.47,876
Analiese,Janeczek,20,F,ajaneczek@genericcollege.edu,2.28,Sophomore,Chemistry,N/A,N,Y,N/A,3.92,1542
Llewellyn,Cowderay,20,M,lcowderay@genericcollege.edu,3.77,Sophomore,Sociology,N/A,N,Y,N/A,2.93,652
Emelen,Lopes,19,M,elopes@genericcollege.edu,3.53,Freshman,Communication,N/A,Y,N,N/A,2.15,1045
Christos,Andrzej,20,M,candrzej@genericcollege.edu,0.96,Senior,Communication,Theatre,Y,Y,Fraternity,3.38,709
Clarette,Clampin,18,F,cclampin@genericcollege.edu,2.11,Junior,English,Applied Mathematics,N,N,N/A,2.03,916
Glynda,Fullicks,29,F,gfullicks@genericcollege.edu,1.87,Senior,Journalism,Criminal Justice,Y,Y,Sorority,3.45,854
Matelda,Danielis,20,F,mdanielis@genericcollege.edu,3.43,Senior,Sociology,N/A,N,Y,N/A,2.11,564
Toddie,Collis,18,M,tcollis@genericcollege.edu,0.94,Freshman,Mechanical Engineering,N/A,N,N,N/A,2.73,770
Felice,Rumke,24,M,frumke@genericcollege.edu,3.06,Junior,Journalism,N/A,Y,N,N/A,2.61,738
Georgianna,Bater,65,F,gbater@genericcollege.edu,1.33,Senior,Biology,N/A,N,N,N/A,3.67,578
Paton,Allender,20,M,pallender@genericcollege.edu,2.92,Junior,Philosophy,Communication,N,N,N/A,3.38,821
Nils,Gibling,21,M,ngibling@genericcollege.edu,0.9,Junior,Sociology,Chinese,N,Y,Fraternity,3.09,1256
Wayland,Garwill,22,M,wgarwill@genericcollege.edu,2.41,Senior,Communication,Mathematics,N,N,N/A,2.76,789
Chadd,Senten,21,M,csenten@genericcollege.edu,3.94,Junior,Philosophy,N/A,N,Y,N/A,3.6,987
Christi,Feaster,19,F,cfeaster@genericcollege.edu,1.12,Freshman,Journalism,N/A,N,N,Sorority,2.73,508
Trumann,Bleas,25,M,tbleas@genericcollege.edu,3.43,Sophomore,Computer Science,Applied Mathematics,Y,N,N/A,3.58,1466
Rogers,Briereton,55,M,rbriereton@genericcollege.edu,1.07,Junior,Computer Science,N/A,Y,Y,N/A,2.65,682
Ray,Corwood,22,F,rcorwood@genericcollege.edu,1.41,Senior,Graphic Design,English,Y,Y,Sorority,2.46,579
Blair,Comino,19,F,bcomino@genericcollege.edu,1.7,Junior,English,N/A,N,Y,N/A,3.36,1297
Edward,Von Brook,19,M,evon brook@genericcollege.edu,1.74,Sophomore,Sociology,Computer Science,Y,N,Fraternity,3.08,1044
Debee,Andriolli,22,F,dandriolli@genericcollege.edu,0.78,Freshman,Information Technology,Computer Science,Y,Y,Sorority,2.45,529
Rene,Bradfield,20,F,rbradfield@genericcollege.edu,0.6,Senior,Biochemistry,Japanese,N,Y,Sorority,3.73,498
Rozina,Sandle,22,F,rsandle@genericcollege.edu,3.31,Senior,Economics,German,N,N,N/A,2.74,1160
Carce,Bosward,17,M,cbosward@genericcollege.edu,2.28,Freshman,Theatre,N/A,N,N,N/A,3.23,1155
Lindi,Touzey,21,F,ltouzey@genericcollege.edu,3.75,Junior,Biology,Economics,Y,Y,N/A,2.19,553
Bernardina,Cuffe,66,F,bcuffe@genericcollege.edu,0.74,Sophomore,Health Sciences,N/A,N,Y,Sorority,3.9,713
Maridel,Gehringer,22,F,mgehringer@genericcollege.edu,3.87,Senior,Biology,Computer Science,N,N,N/A,3.19,894
Joline,Fulbrook,22,F,jfulbrook@genericcollege.edu,1.65,Senior,Nursing,N/A,N,N,Sorority,2.31,520
Gregorius,Poulden,18,M,gpoulden@genericcollege.edu,0.93,Freshman,Linguistics,Japanese,N,N,Fraternity,3.88,1202
Findlay,Noe,22,M,fnoe@genericcollege.edu,1.8,Sophomore,Communication,N/A,N,N,Fraternity,3.48,1430
Earl,Bevens,22,M,ebevens@genericcollege.edu,0.87,Junior,Linguistics,N/A,N,Y,N/A,3.25,1255
Flossi,Grichukhin,20,F,fgrichukhin@genericcollege.edu,3.03,Sophomore,Health Sciences,Spanish,Y,N,Sorority,2.4,1049
Ignace,Fritschel,24,M,ifritschel@genericcollege.edu,2.9,Senior,Accounting,Sociology,N,N,N/A,2.48,1287
Deb,Dyhouse,19,F,ddyhouse@genericcollege.edu,1.77,Senior,Physics,N/A,Y,Y,N/A,2.11,712
Cyril,Comford,21,M,ccomford@genericcollege.edu,3.9,Freshman,Economics,N/A,Y,Y,Fraternity,3.91,1295
Enriqueta,Malcher,20,F,emalcher@genericcollege.edu,0.92,Junior,Theatre,Applied Mathematics,Y,Y,Sorority,2.84,1337
Thaine,Jumeau,53,M,tjumeau@genericcollege.edu,1.49,Freshman,Mathematics,English,Y,Y,N/A,2.14,454
Ludwig,Allner,22,M,lallner@genericcollege.edu,3.12,Sophomore,Biology,N/A,N,Y,N/A,2.76,1363
Zacharias,Kos,17,M,zkos@genericcollege.edu,3.02,Freshman,Information Technology,N/A,N,Y,N/A,2.08,853
Hall,Grenshields,19,M,hgrenshields@genericcollege.edu,1.06,Sophomore,Sociology,English,N,Y,Fraternity,2.72,1143
Marcelia,Novacek,25,F,mnovacek@genericcollege.edu,3.64,Sophomore,Journalism,N/A,Y,Y,Sorority,3.09,523
Anastasie,Salsberg,19,F,asalsberg@genericcollege.edu,2.79,Sophomore,Biochemistry,N/A,Y,Y,N/A,3.58,1039
Gray,Utterson,19,M,gutterson@genericcollege.edu,3.06,Junior,Biology,N/A,N,Y,N/A,2.97,1335
Dode,Frears,19,F,dfrears@genericcollege.edu,2.93,Senior,Marketing,N/A,N,N,N/A,3.81,707
Frasquito,Griffiths,24,M,fgriffiths@genericcollege.edu,0.83,Senior,Health Sciences,N/A,Y,Y,Fraternity,3.49,452
Ilise,Deelay,27,F,ideelay@genericcollege.edu,0.99,Freshman,English,N/A,N,N,Sorority,3.45,957
Emelita,Tranter,19,F,etranter@genericcollege.edu,3.81,Freshman,Philosophy,Anthropology,Y,N,N/A,2.93,754
Bryon,Cabera,37,M,bcabera@genericcollege.edu,3.39,Freshman,Mathematics,N/A,Y,Y,Fraternity,2.68,1040
Herbert,Yitzhak,19,M,hyitzhak@genericcollege.edu,2.23,Junior,Health Sciences,Applied Mathematics,N,N,N/A,3.55,993
Hilliary,Van Saltsberg,23,F,hvan saltsberg@genericcollege.edu,0.77,Sophomore,Chemistry,History,Y,N,N/A,3.88,734
Sib,Durnford,18,F,sdurnford@genericcollege.edu,1.92,Junior,Accounting,Mathematics,N,Y,N/A,2.27,890
Zelda,Kerby,32,F,zkerby@genericcollege.edu,2.15,Junior,Marketing,N/A,N,Y,N/A,3.84,500
Cora,Acland,17,F,cacland@genericcollege.edu,2.61,Freshman,Marketing,N/A,Y,Y,N/A,2.31,1560
Jarret,Creaney,17,M,jcreaney@genericcollege.edu,0.78,Sophomore,Marketing,Chemistry,Y,N,Fraternity,3.26,1584
Igor,Moult,21,M,imoult@genericcollege.edu,2.54,Junior,Biochemistry,N/A,Y,Y,Fraternity,2.97,1416
Annetta,Gudeman,20,F,agudeman@genericcollege.edu,1.64,Sophomore,Information Technology,Applied Statistics,N,Y,N/A,2.28,619
Garry,Verling,22,M,gverling@genericcollege.edu,2.24,Sophomore,Mechanical Engineering,Linguistics,N,N,Fraternity,3.26,449
Caspar,Clackson,20,M,cclackson@genericcollege.edu,2.47,Senior,Linguistics,N/A,N,N,N/A,3.2,1487
Parke,Brockley,24,M,pbrockley@genericcollege.edu,3.66,Senior,Journalism,N/A,N,Y,Fraternity,2.64,1388
Othella,Cutts,19,F,ocutts@genericcollege.edu,1.27,Junior,Communication,N/A,N,N,N/A,2.64,436
Garrot,Thresh,25,M,gthresh@genericcollege.edu,1.92,Senior,Mathematics,Spanish,Y,N,Fraternity,2.87,706
Juliann,Tripney,29,F,jtripney@genericcollege.edu,1.79,Junior,Mechanical Engineering,N/A,Y,Y,Sorority,2.77,1345
Tamra,Skrines,22,F,tskrines@genericcollege.edu,3.52,Junior,Biochemistry,N/A,N,Y,N/A,3.58,851
Letta,Marshall,28,F,lmarshall@genericcollege.edu,2.46,Sophomore,Economics,Spanish,Y,N,N/A,3.55,550
Eveleen,Bubb,20,F,ebubb@genericcollege.edu,1.0,Junior,Graphic Design,N/A,N,N,Sorority,2.31,976
Lucita,Karlqvist,22,F,lkarlqvist@genericcollege.edu,1.99,Senior,Information Technology,N/A,Y,Y,Sorority,2.06,412
Sal,Dallicoat,20,F,sdallicoat@genericcollege.edu,3.17,Sophomore,Graphic Design,German,Y,N,N/A,3.4,492
Isa,MacTimpany,21,M,imactimpany@genericcollege.edu,3.0,Junior,Graphic Design,N/A,N,Y,Fraternity,2.3,534
Jonathon,Matzaitis,26,M,jmatzaitis@genericcollege.edu,1.44,Sophomore,Nursing,Anthropology,N,Y,N/A,3.15,689
Ebba,Jaskowicz,28,F,ejaskowicz@genericcollege.edu,1.12,Junior,Integrative Studies,Spanish,N,Y,Sorority,2.78,1583
Mureil,Guyonneau,20,F,mguyonneau@genericcollege.edu,3.52,Sophomore,Actuarial Science,N/A,Y,N,N/A,3.56,713
Iago,Brown,17,M,ibrown@genericcollege.edu,3.12,Junior,Graphic Design,N/A,Y,Y,N/A,3.37,457
Gery,Jolliff,18,M,gjolliff@genericcollege.edu,3.92,Sophomore,Biology,Communication,N,N,N/A,2.82,478
Corbet,MacBrearty,24,M,cmacbrearty@genericcollege.edu,3.45,Freshman,Journalism,German,N,N,Fraternity,2.32,1565
Udell,Ortas,27,M,uortas@genericcollege.edu,1.15,Freshman,Integrative Studies,N/A,Y,N,N/A,3.79,1194
Beverley,Indgs,18,F,bindgs@genericcollege.edu,0.63,Freshman,Graphic Design,N/A,N,N,N/A,3.17,1517
Travis,Profit,30,M,tprofit@genericcollege.edu,1.15,Sophomore,Biochemistry,N/A,N,Y,N/A,3.75,1516
Kathye,Leeburne,20,F,kleeburne@genericcollege.edu,1.92,Freshman,Biochemistry,N/A,N,Y,N/A,2.28,1298
Deck,Stannus,17,M,dstannus@genericcollege.edu,1.65,Senior,Health Sciences,Chemistry,N,Y,Fraternity,2.55,449
Nick,Collick,25,M,ncollick@genericcollege.edu,3.07,Freshman,English,N/A,Y,N,Fraternity,2.59,524
Sylvester,Mercy,20,M,smercy@genericcollege.edu,0.52,Senior,Nursing,Japanese,N,N,N/A,2.07,1505
Halimeda,Strathdee,20,F,hstrathdee@genericcollege.edu,1.86,Sophomore,Physics,N/A,Y,Y,Sorority,3.52,607
Evvie,Sollett,17,F,esollett@genericcollege.edu,3.81,Freshman,Philosophy,N/A,N,N,Sorority,3.14,674
Koral,Jaukovic,18,F,kjaukovic@genericcollege.edu,1.42,Senior,Graphic Design,History,Y,Y,Sorority,3.85,1396
Montague,Rowatt,17,M,mrowatt@genericcollege.edu,3.18,Sophomore,Biochemistry,English,Y,Y,N/A,3.13,1499
Cristi,Ridwood,21,F,cridwood@genericcollege.edu,2.54,Sophomore,Mathematics,N/A,N,N,Sorority,3.03,1512
Odell,O'Looney,19,M,oo'looney@genericcollege.edu,0.99,Junior,Finance,N/A,N,Y,Fraternity,2.85,1122
Cary,Corinton,22,F,ccorinton@genericcollege.edu,1.28,Junior,Mathematics,N/A,Y,N,Sorority,3.87,604
Bennie,McCane,28,M,bmccane@genericcollege.edu,3.32,Sophomore,Chemistry,Mathematics,N,Y,N/A,2.23,792
Stillman,Curness,27,M,scurness@genericcollege.edu,1.73,Freshman,Physics,German,N,Y,N/A,3.84,489
Hammad,Ovell,18,M,hovell@genericcollege.edu,1.98,Freshman,Health Sciences,N/A,N,Y,N/A,2.54,1169
Trisha,Flello,21,F,tflello@genericcollege.edu,3.56,Junior,Philosophy,Applied Statistics,Y,Y,N/A,3.78,928
Leanor,Sterre,25,F,lsterre@genericcollege.edu,3.91,Freshman,Communication,N/A,Y,Y,Sorority,2.4,1389
Mart,Slym,20,M,mslym@genericcollege.edu,2.85,Senior,Mechanical Engineering,N/A,N,Y,Fraternity,3.98,1012
Nerita,Lillicrop,30,F,nlillicrop@genericcollege.edu,0.83,Sophomore,Chemistry,N/A,N,Y,N/A,3.34,791
Rufus,Brotherhood,27,M,rbrotherhood@genericcollege.edu,1.3,Senior,Electrical Engineering,N/A,Y,N,N/A,2.92,999
Ellswerth,McCay,28,M,emccay@genericcollege.edu,3.67,Junior,Economics,History,Y,N,Fraternity,3.04,1041
Terrel,Pettwood,21,M,tpettwood@genericcollege.edu,1.45,Junior,Economics,N/A,N,N,Fraternity,2.18,630
Pattie,Jobbins,31,F,pjobbins@genericcollege.edu,0.54,Freshman,Information Technology,N/A,Y,Y,N/A,3.54,1085
Diane-marie,Rutgers,17,F,drutgers@genericcollege.edu,1.48,Senior,Mathematics,Information Technology,N,N,Sorority,2.51,1092
Ave,Hingeley,25,M,ahingeley@genericcollege.edu,1.7,Freshman,Physics,N/A,Y,Y,Fraternity,2.17,1253
Kasey,Maleham,22,F,kmaleham@genericcollege.edu,1.0,Junior,Mathematics,N/A,N,Y,N/A,2.95,896
Rhetta,Merrin,65,F,rmerrin@genericcollege.edu,2.61,Senior,Nursing,N/A,Y,N,Sorority,2.86,1372
Elton,Edinborough,24,M,eedinborough@genericcollege.edu,3.12,Freshman,Biology,German,N,N,Fraternity,2.66,430
Raynard,Bunhill,30,M,rbunhill@genericcollege.edu,2.06,Senior,Sociology,Communication,N,N,N/A,2.49,1417
Mirna,Petchey,22,F,mpetchey@genericcollege.edu,2.62,Senior,Integrative Studies,Applied Statistics,Y,N,Sorority,3.0,1104
Zedekiah,Tortoishell,22,M,ztortoishell@genericcollege.edu,1.64,Freshman,Health Sciences,N/A,Y,N,Fraternity,3.97,1004
Joice,Hendrix,21,F,jhendrix@genericcollege.edu,1.23,Junior,Mathematics,Accounting,Y,N,Sorority,2.73,1031
Audy,Zuppa,33,F,azuppa@genericcollege.edu,0.59,Junior,Theatre,N/A,Y,N,N/A,3.07,1042
Tabbatha,Bicksteth,22,F,tbicksteth@genericcollege.edu,0.58,Senior,Biochemistry,Sociology,Y,Y,Sorority,2.81,504
Laurene,Mannock,22,F,lmannock@genericcollege.edu,2.43,Sophomore,Health Sciences,N/A,N,N,Sorority,2.31,1557
Akim,Snooks,17,M,asnooks@genericcollege.edu,0.67,Senior,Health Sciences,N/A,Y,Y,N/A,3.77,1219
Tracie,Ford,18,M,tford@genericcollege.edu,1.54,Senior,Accounting,N/A,Y,Y,Fraternity,4.0,957
Aurlie,Pingston,19,F,apingston@genericcollege.edu,3.04,Junior,Economics,Information Technology,Y,Y,N/A,2.32,1480
Trip,Elliff,18,M,telliff@genericcollege.edu,2.1,Freshman,Integrative Studies,N/A,Y,N,Fraternity,2.59,561
Rheta,Fetters,56,F,rfetters@genericcollege.edu,1.11,Senior,Nursing,N/A,N,Y,Sorority,3.2,567
Avril,Berzons,19,F,aberzons@genericcollege.edu,0.89,Junior,Integrative Studies,Journalism,Y,Y,N/A,2.12,403
Fletcher,Soane,17,M,fsoane@genericcollege.edu,0.86,Junior,Communication,N/A,N,N,N/A,3.45,922
Jean,Shepland,21,M,jshepland@genericcollege.edu,1.7,Senior,Finance,Theatre,Y,N,N/A,3.83,1046
Lulu,Dymick,22,F,ldymick@genericcollege.edu,1.85,Junior,Economics,N/A,Y,Y,N/A,3.09,500
Judas,Cornfoot,24,M,jcornfoot@genericcollege.edu,3.11,Senior,Linguistics,N/A,N,N,Fraternity,2.27,1258
Hermione,Bayston,28,F,hbayston@genericcollege.edu,1.99,Sophomore,Integrative Studies,N/A,N,N,N/A,2.25,1163
Aldus,Lukehurst,25,M,alukehurst@genericcollege.edu,3.52,Senior,Integrative Studies,German,Y,N,Fraternity,2.09,400
Amalee,Penning,17,F,apenning@genericcollege.edu,2.13,Junior,Graphic Design,N/A,N,N,N/A,2.72,553
Tonnie,Vittel,18,M,tvittel@genericcollege.edu,2.5,Senior,Accounting,Criminal Justice,N,N,N/A,2.83,512
Othello,Pruckner,22,M,opruckner@genericcollege.edu,2.5,Sophomore,Finance,N/A,N,N,Fraternity,3.9,1073
Hartley,Barbosa,23,M,hbarbosa@genericcollege.edu,3.96,Junior,Information Technology,N/A,Y,Y,N/A,2.18,1554
Cordula,Malser,18,F,cmalser@genericcollege.edu,0.92,Senior,Information Technology,N/A,N,Y,Sorority,3.9,1372
Trixie,Shillabeer,27,F,tshillabeer@genericcollege.edu,2.07,Senior,Journalism,N/A,Y,N,N/A,3.56,538
Inessa,Vigurs,18,F,ivigurs@genericcollege.edu,1.61,Junior,Physics,N/A,N,Y,N/A,3.03,1234
Randi,Bernhardt,30,M,rbernhardt@genericcollege.edu,2.11,Senior,Chemistry,N/A,N,Y,N/A,3.84,492
Normy,Hynde,21,M,nhynde@genericcollege.edu,0.92,Senior,Communication,Sociology,Y,Y,N/A,3.26,415
Dasha,Broggelli,17,F,dbroggelli@genericcollege.edu,1.17,Freshman,Finance,N/A,Y,Y,Sorority,3.8,760
Jenifer,Darthe,17,F,jdarthe@genericcollege.edu,3.7,Sophomore,Physics,N/A,Y,N,Sorority,2.35,813
Lay,Leve,17,M,lleve@genericcollege.edu,2.02,Senior,Integrative Studies,Theatre,N,Y,Fraternity,2.3,754
Franklin,Tuvey,17,M,ftuvey@genericcollege.edu,0.97,Sophomore,Chemistry,N/A,N,N,N/A,3.85,1365
Grace,Draycott,23,M,gdraycott@genericcollege.edu,3.72,Senior,Finance,N/A,N,Y,Fraternity,2.53,573
Tris,Hulk,22,M,thulk@genericcollege.edu,3.76,Junior,Actuarial Science,Italian,Y,N,N/A,2.19,535
Alano,Johnsee,70,M,ajohnsee@genericcollege.edu,3.49,Junior,Biochemistry,N/A,N,N,N/A,2.13,1359
Prentiss,Clavey,26,M,pclavey@genericcollege.edu,3.53,Freshman,Health Sciences,N/A,N,Y,N/A,3.64,953
Gilly,Tomaskov,18,F,gtomaskov@genericcollege.edu,2.59,Senior,Electrical Engineering,German,Y,Y,Sorority,2.72,584
Edmon,Simmonds,31,M,esimmonds@genericcollege.edu,3.78,Freshman,Nursing,N/A,Y,N,N/A,3.72,555
Bonnie,Rimer,21,F,brimer@genericcollege.edu,0.56,Freshman,Philosophy,Mathematics,Y,N,Sorority,3.14,1291
Donelle,Tully,20,F,dtully@genericcollege.edu,1.06,Junior,Linguistics,N/A,Y,N,Sorority,2.8,864
Gallagher,Hancill,18,M,ghancill@genericcollege.edu,0.66,Sophomore,English,N/A,Y,N,Fraternity,2.35,588
Dominique,Macoun,26,M,dmacoun@genericcollege.edu,3.61,Senior,Theatre,N/A,N,N,N/A,2.68,1010
Ferris,Poyle,19,M,fpoyle@genericcollege.edu,3.09,Sophomore,Nursing,N/A,Y,Y,N/A,2.13,1542
Ruddy,Joliffe,17,M,rjoliffe@genericcollege.edu,3.54,Freshman,Integrative Studies,N/A,N,Y,N/A,2.45,1542
Smitty,Carnalan,21,M,scarnalan@genericcollege.edu,1.69,Senior,Mechanical Engineering,Linguistics,Y,N,N/A,2.37,1108
Saundra,Rushby,19,M,srushby@genericcollege.edu,2.74,Junior,Economics,Spanish,Y,N,N/A,3.83,1381
Gibby,Gavriel,17,M,ggavriel@genericcollege.edu,1.16,Freshman,English,N/A,Y,Y,Fraternity,3.51,1100
Laina,Sarfass,22,F,lsarfass@genericcollege.edu,2.2,Senior,Accounting,Communication,Y,N,Sorority,3.32,1146
Nannette,Amoore,18,F,namoore@genericcollege.edu,1.72,Junior,Computer Science,Linguistics,Y,Y,Sorority,3.22,532
Giraldo,Abbison,21,M,gabbison@genericcollege.edu,2.93,Senior,Theatre,N/A,N,N,Fraternity,3.66,1087
Seka,Elsdon,17,F,selsdon@genericcollege.edu,1.07,Junior,Sociology,Criminal Justice,Y,Y,N/A,3.85,873
Hilary,Jankovsky,25,F,hjankovsky@genericcollege.edu,1.42,Senior,Nursing,English,N,N,N/A,2.79,1322
Aveline,McIlvoray,28,F,amcilvoray@genericcollege.edu,0.99,Senior,Marketing,Sociology,N,N,N/A,3.35,515
Chaunce,Ruppertz,20,M,cruppertz@genericcollege.edu,2.29,Senior,Theatre,Information Technology,N,Y,Fraternity,3.41,1129
Ryann,Wink,54,F,rwink@genericcollege.edu,3.86,Sophomore,Computer Science,N/A,Y,N,N/A,2.97,955
Aubree,Mechell,19,F,amechell@genericcollege.edu,2.86,Sophomore,Biochemistry,N/A,Y,N,N/A,2.76,981
Joleen,Troutbeck,20,F,jtroutbeck@genericcollege.edu,3.39,Sophomore,Biology,N/A,Y,N,Sorority,2.2,921
Allie,Heimes,18,F,aheimes@genericcollege.edu,3.62,Sophomore,Actuarial Science,Journalism,Y,N,Sorority,2.98,1265
Tiebout,Garwell,21,M,tgarwell@genericcollege.edu,1.2,Junior,Theatre,N/A,Y,Y,Fraternity,2.51,1589
Norman,Swift,28,M,nswift@genericcollege.edu,2.72,Junior,Graphic Design,Italian,N,N,Fraternity,3.21,1229
Eba,Towe,19,F,etowe@genericcollege.edu,2.09,Junior,Mechanical Engineering,Biology,Y,Y,N/A,3.69,970
